Transaction Key,Date Key,Customer Key,Bill To Customer Key,Supplier Key,Transaction Type Key,Payment Method Key,WWI Customer Transaction ID,WWI Supplier Transaction ID,WWI Invoice ID,WWI Purchase Order ID,Supplier Invoice Number,Total Excluding Tax,Tax Amount,Total Including Tax,Outstanding Balance,Is Finalized
3937,3/4/2013,322,202,0,1,0,14024,NULL,2913,NULL,NULL,6600,990,7590,0,1
3938,3/4/2013,335,202,0,1,0,14027,NULL,2914,NULL,NULL,903,135.45,1038.45,0,1
3939,3/4/2013,336,202,0,1,0,14033,NULL,2915,NULL,NULL,762.5,114.38,876.88,0,1
3940,3/4/2013,347,202,0,1,0,14038,NULL,2916,NULL,NULL,3302.4,495.36,3797.76,0,1
3941,3/4/2013,354,202,0,1,0,14043,NULL,2917,NULL,NULL,2635,395.25,3030.25,0,1
3942,3/4/2013,358,202,0,1,0,14046,NULL,2918,NULL,NULL,334,50.1,384.1,0,1
3943,3/4/2013,362,202,0,1,0,14050,NULL,2919,NULL,NULL,825,123.75,948.75,0,1
3944,3/4/2013,369,202,0,1,0,14053,NULL,2920,NULL,NULL,149,22.35,171.35,0,1
3945,3/4/2013,370,202,0,1,0,14056,NULL,2921,NULL,NULL,789,118.35,907.35,0,1
3946,3/4/2013,375,202,0,1,0,14060,NULL,2922,NULL,NULL,5103,765.45,5868.45,0,1
3947,3/4/2013,386,202,0,1,0,14062,NULL,2923,NULL,NULL,2560,384,2944,0,1
3948,3/4/2013,388,202,0,1,0,14067,NULL,2924,NULL,NULL,4588,688.2,5276.2,0,1
4024,3/5/2013,220,202,0,1,0,14309,NULL,2970,NULL,NULL,1006.6,150.99,1157.59,0,1
4025,3/5/2013,224,202,0,1,0,14313,NULL,2971,NULL,NULL,2336,350.4,2686.4,0,1
4026,3/5/2013,226,202,0,1,0,14318,NULL,2972,NULL,NULL,1641.6,246.24,1887.84,0,1
4027,3/5/2013,246,202,0,1,0,14322,NULL,2973,NULL,NULL,2174,326.1,2500.1,0,1
4028,3/5/2013,260,202,0,1,0,14325,NULL,2974,NULL,NULL,238,35.7,273.7,0,1
4029,3/5/2013,274,202,0,1,0,14329,NULL,2975,NULL,NULL,437.5,65.63,503.13,0,1
4030,3/5/2013,289,202,0,1,0,14331,NULL,2976,NULL,NULL,216,32.4,248.4,0,1
4031,3/5/2013,299,202,0,1,0,14334,NULL,2977,NULL,NULL,773,115.95,888.95,0,1
4032,3/5/2013,332,202,0,1,0,14336,NULL,2978,NULL,NULL,1080,162,1242,0,1
4033,3/5/2013,335,202,0,1,0,14338,NULL,2979,NULL,NULL,864,129.6,993.6,0,1
4034,3/5/2013,341,202,0,1,0,14343,NULL,2980,NULL,NULL,698,104.7,802.7,0,1
4035,3/5/2013,343,202,0,1,0,14347,NULL,2981,NULL,NULL,2112,316.8,2428.8,0,1
4036,3/5/2013,366,202,0,1,0,14352,NULL,2982,NULL,NULL,1657,248.55,1905.55,0,1
4037,3/5/2013,366,202,0,1,0,14356,NULL,2983,NULL,NULL,2388.8,358.32,2747.12,0,1
4038,3/5/2013,367,202,0,1,0,14361,NULL,2984,NULL,NULL,1847.5,277.13,2124.63,0,1
4039,3/5/2013,372,202,0,1,0,14365,NULL,2985,NULL,NULL,2900,435,3335,0,1
4040,3/5/2013,382,202,0,1,0,14370,NULL,2986,NULL,NULL,1760,264,2024,0,1
4041,3/5/2013,386,202,0,1,0,14376,NULL,2987,NULL,NULL,3086,462.9,3548.9,0,1
4042,3/5/2013,389,202,0,1,0,14379,NULL,2988,NULL,NULL,328,49.2,377.2,0,1
4043,3/5/2013,390,202,0,1,0,14381,NULL,2989,NULL,NULL,1296,194.4,1490.4,0,1
4100,3/6/2013,202,202,0,1,0,14579,NULL,3028,NULL,NULL,208,31.2,239.2,0,1
4101,3/6/2013,204,202,0,1,0,14582,NULL,3029,NULL,NULL,1505,225.75,1730.75,0,1
4102,3/6/2013,209,202,0,1,0,14588,NULL,3030,NULL,NULL,3113,466.95,3579.95,0,1
4103,3/6/2013,227,202,0,1,0,14594,NULL,3031,NULL,NULL,2954,443.1,3397.1,0,1
4104,3/6/2013,231,202,0,1,0,14597,NULL,3032,NULL,NULL,1637,245.55,1882.55,0,1
4105,3/6/2013,232,202,0,1,0,14603,NULL,3033,NULL,NULL,8380.6,1257.09,9637.69,0,1
4106,3/6/2013,238,202,0,1,0,14606,NULL,3034,NULL,NULL,960,144,1104,0,1
4107,3/6/2013,242,202,0,1,0,14612,NULL,3035,NULL,NULL,15805,2370.75,18175.75,0,1
4108,3/6/2013,255,202,0,1,0,14615,NULL,3036,NULL,NULL,1898,284.7,2182.7,0,1
4109,3/6/2013,260,202,0,1,0,14617,NULL,3037,NULL,NULL,216,32.4,248.4,0,1
4110,3/6/2013,268,202,0,1,0,14622,NULL,3038,NULL,NULL,2977,446.55,3423.55,0,1
4111,3/6/2013,270,202,0,1,0,14627,NULL,3039,NULL,NULL,3467.5,520.13,3987.63,0,1
4112,3/6/2013,278,202,0,1,0,14633,NULL,3040,NULL,NULL,1247.6,187.14,1434.74,0,1
4113,3/6/2013,279,202,0,1,0,14639,NULL,3041,NULL,NULL,2646.8,397.02,3043.82,0,1
4114,3/6/2013,283,202,0,1,0,14645,NULL,3042,NULL,NULL,1824,273.6,2097.6,0,1
4115,3/6/2013,295,202,0,1,0,14649,NULL,3043,NULL,NULL,398,59.7,457.7,0,1
4116,3/6/2013,297,202,0,1,0,14652,NULL,3044,NULL,NULL,576,86.4,662.4,0,1
4117,3/6/2013,308,202,0,1,0,14658,NULL,3045,NULL,NULL,919.5,137.92,1057.42,0,1
4118,3/6/2013,316,202,0,1,0,14664,NULL,3046,NULL,NULL,4177,626.55,4803.55,0,1
4119,3/6/2013,320,202,0,1,0,14667,NULL,3047,NULL,NULL,2277,341.55,2618.55,0,1
4120,3/6/2013,326,202,0,1,0,14670,NULL,3048,NULL,NULL,169,25.35,194.35,0,1
4121,3/6/2013,328,202,0,1,0,14674,NULL,3049,NULL,NULL,529.8,79.47,609.27,0,1
4122,3/6/2013,333,202,0,1,0,14678,NULL,3050,NULL,NULL,1756.25,263.44,2019.69,0,1
4123,3/6/2013,333,202,0,1,0,14683,NULL,3051,NULL,NULL,7017.75,1052.66,8070.41,0,1
4124,3/6/2013,338,202,0,1,0,14688,NULL,3052,NULL,NULL,2847.6,427.14,3274.74,0,1
4125,3/6/2013,339,202,0,1,0,14693,NULL,3053,NULL,NULL,2758,413.7,3171.7,0,1
4126,3/6/2013,343,202,0,1,0,14695,NULL,3054,NULL,NULL,864,129.6,993.6,0,1
4127,3/6/2013,343,202,0,1,0,14699,NULL,3055,NULL,NULL,1511,226.65,1737.65,0,1
4128,3/6/2013,349,202,0,1,0,14705,NULL,3056,NULL,NULL,4688,703.2,5391.2,0,1
4129,3/6/2013,357,202,0,1,0,14710,NULL,3057,NULL,NULL,2619.25,392.89,3012.14,0,1
4130,3/6/2013,385,202,0,1,0,14713,NULL,3058,NULL,NULL,2376,356.4,2732.4,0,1
4229,3/7/2013,212,202,0,1,0,15031,NULL,3121,NULL,NULL,2419.2,362.88,2782.08,0,1
4230,3/7/2013,215,202,0,1,0,15037,NULL,3122,NULL,NULL,2658,398.7,3056.7,0,1
4231,3/7/2013,219,202,0,1,0,15040,NULL,3123,NULL,NULL,680,102,782,0,1
4232,3/7/2013,220,202,0,1,0,15044,NULL,3124,NULL,NULL,273,40.95,313.95,0,1
4233,3/7/2013,227,202,0,1,0,15049,NULL,3125,NULL,NULL,2984,447.6,3431.6,0,1
4234,3/7/2013,243,202,0,1,0,15051,NULL,3126,NULL,NULL,1080,162,1242,0,1
4235,3/7/2013,247,202,0,1,0,15055,NULL,3127,NULL,NULL,1972,295.8,2267.8,0,1
4236,3/7/2013,268,202,0,1,0,15060,NULL,3128,NULL,NULL,1683,252.45,1935.45,0,1
4237,3/7/2013,271,202,0,1,0,15063,NULL,3129,NULL,NULL,3360,504,3864,0,1
4238,3/7/2013,284,202,0,1,0,15069,NULL,3130,NULL,NULL,1360,204,1564,0,1
4239,3/7/2013,284,202,0,1,0,15073,NULL,3131,NULL,NULL,1026,153.9,1179.9,0,1
4240,3/7/2013,289,202,0,1,0,15078,NULL,3132,NULL,NULL,2417,362.55,2779.55,0,1
4241,3/7/2013,292,202,0,1,0,15081,NULL,3133,NULL,NULL,2461.6,369.24,2830.84,0,1
4242,3/7/2013,309,202,0,1,0,15084,NULL,3134,NULL,NULL,5263,789.45,6052.45,0,1
4243,3/7/2013,321,202,0,1,0,15088,NULL,3135,NULL,NULL,398,59.7,457.7,0,1
4244,3/7/2013,325,202,0,1,0,15093,NULL,3136,NULL,NULL,2324,348.6,2672.6,0,1
4245,3/7/2013,334,202,0,1,0,15098,NULL,3137,NULL,NULL,1307,196.05,1503.05,0,1
4246,3/7/2013,351,202,0,1,0,15101,NULL,3138,NULL,NULL,916,137.4,1053.4,0,1
4247,3/7/2013,359,202,0,1,0,15106,NULL,3139,NULL,NULL,633.8,95.07,728.87,0,1
4248,3/7/2013,364,202,0,1,0,15111,NULL,3140,NULL,NULL,803,120.45,923.45,0,1
4249,3/7/2013,369,202,0,1,0,15117,NULL,3141,NULL,NULL,4882,732.3,5614.3,0,1
4353,3/8/2013,205,202,0,1,0,15446,NULL,3209,NULL,NULL,2720,408,3128,0,1
4354,3/8/2013,236,202,0,1,0,15451,NULL,3210,NULL,NULL,3419,512.85,3931.85,0,1
4355,3/8/2013,244,202,0,1,0,15457,NULL,3211,NULL,NULL,5350.5,802.58,6153.08,0,1
4356,3/8/2013,255,202,0,1,0,15461,NULL,3212,NULL,NULL,994,149.1,1143.1,0,1
4357,3/8/2013,285,202,0,1,0,15466,NULL,3213,NULL,NULL,1742.8,261.42,2004.22,0,1
4358,3/8/2013,294,202,0,1,0,15469,NULL,3214,NULL,NULL,2571,385.65,2956.65,0,1
4359,3/8/2013,298,202,0,1,0,15473,NULL,3215,NULL,NULL,3170,475.5,3645.5,0,1
4360,3/8/2013,309,202,0,1,0,15479,NULL,3216,NULL,NULL,3129,469.35,3598.35,0,1
4361,3/8/2013,314,202,0,1,0,15483,NULL,3217,NULL,NULL,572.2,85.83,658.03,0,1
4362,3/8/2013,321,202,0,1,0,15489,NULL,3218,NULL,NULL,1750.4,262.56,2012.96,0,1
4363,3/8/2013,328,202,0,1,0,15494,NULL,3219,NULL,NULL,16901,2535.15,19436.15,0,1
4364,3/8/2013,331,202,0,1,0,15500,NULL,3220,NULL,NULL,1167,175.05,1342.05,0,1
4365,3/8/2013,333,202,0,1,0,15505,NULL,3221,NULL,NULL,1407.5,211.13,1618.63,0,1
4366,3/8/2013,340,202,0,1,0,15508,NULL,3222,NULL,NULL,2415,362.25,2777.25,0,1
4367,3/8/2013,354,202,0,1,0,15513,NULL,3223,NULL,NULL,3498,524.7,4022.7,0,1
4368,3/8/2013,354,202,0,1,0,15516,NULL,3224,NULL,NULL,452.8,67.92,520.72,0,1
4369,3/8/2013,364,202,0,1,0,15520,NULL,3225,NULL,NULL,421.75,63.26,485.01,0,1
4370,3/8/2013,374,202,0,1,0,15526,NULL,3226,NULL,NULL,482.4,72.36,554.76,0,1
4371,3/8/2013,384,202,0,1,0,15530,NULL,3227,NULL,NULL,1508,226.2,1734.2,0,1
4372,3/8/2013,385,202,0,1,0,15536,NULL,3228,NULL,NULL,3833,574.95,4407.95,0,1
4373,3/8/2013,401,202,0,1,0,15541,NULL,3229,NULL,NULL,16808,2521.2,19329.2,0,1
4438,3/9/2013,209,202,0,1,0,15718,NULL,3265,NULL,NULL,280,42,322,0,1
4439,3/9/2013,221,202,0,1,0,15723,NULL,3266,NULL,NULL,2178,326.7,2504.7,0,1
4440,3/9/2013,239,202,0,1,0,15726,NULL,3267,NULL,NULL,341,51.15,392.15,0,1
4441,3/9/2013,265,202,0,1,0,15730,NULL,3268,NULL,NULL,2264,339.6,2603.6,0,1
4442,3/9/2013,287,202,0,1,0,15736,NULL,3269,NULL,NULL,1951,292.65,2243.65,0,1
4443,3/9/2013,291,202,0,1,0,15742,NULL,3270,NULL,NULL,341,51.15,392.15,0,1
4444,3/9/2013,313,202,0,1,0,15748,NULL,3271,NULL,NULL,2380.4,357.06,2737.46,0,1
4445,3/9/2013,324,202,0,1,0,15754,NULL,3272,NULL,NULL,4734.2,710.13,5444.33,0,1
4446,3/9/2013,370,202,0,1,0,15757,NULL,3273,NULL,NULL,1424,213.6,1637.6,0,1
4447,3/9/2013,387,202,0,1,0,15761,NULL,3274,NULL,NULL,5984.5,897.68,6882.18,0,1
4448,3/9/2013,390,202,0,1,0,15767,NULL,3275,NULL,NULL,1618,242.7,1860.7,0,1
4514,3/11/2013,203,202,0,1,0,15987,NULL,3323,NULL,NULL,2765,414.75,3179.75,0,1
4515,3/11/2013,216,202,0,1,0,15993,NULL,3324,NULL,NULL,3342.8,501.42,3844.22,0,1
4516,3/11/2013,216,202,0,1,0,15998,NULL,3325,NULL,NULL,3496,524.4,4020.4,0,1
4517,3/11/2013,217,202,0,1,0,16001,NULL,3326,NULL,NULL,544.5,81.68,626.18,0,1
4518,3/11/2013,223,202,0,1,0,16007,NULL,3327,NULL,NULL,7842.4,1176.36,9018.76,0,1
4519,3/11/2013,224,202,0,1,0,16011,NULL,3328,NULL,NULL,3296,494.4,3790.4,0,1
4520,3/11/2013,230,202,0,1,0,16017,NULL,3329,NULL,NULL,4567,685.05,5252.05,0,1
4521,3/11/2013,232,202,0,1,0,16021,NULL,3330,NULL,NULL,516.8,77.52,594.32,0,1
4522,3/11/2013,236,202,0,1,0,16026,NULL,3331,NULL,NULL,522.5,78.38,600.88,0,1
4523,3/11/2013,244,202,0,1,0,16028,NULL,3332,NULL,NULL,32.4,4.86,37.26,0,1
4524,3/11/2013,268,202,0,1,0,16030,NULL,3333,NULL,NULL,864,129.6,993.6,0,1
4525,3/11/2013,271,202,0,1,0,16034,NULL,3334,NULL,NULL,689,103.35,792.35,0,1
4526,3/11/2013,273,202,0,1,0,16037,NULL,3335,NULL,NULL,1856,278.4,2134.4,0,1
4527,3/11/2013,305,202,0,1,0,16042,NULL,3336,NULL,NULL,293,43.95,336.95,0,1
4528,3/11/2013,310,202,0,1,0,16048,NULL,3337,NULL,NULL,1803,270.45,2073.45,0,1
4529,3/11/2013,316,202,0,1,0,16053,NULL,3338,NULL,NULL,898,134.7,1032.7,0,1
4530,3/11/2013,318,202,0,1,0,16057,NULL,3339,NULL,NULL,2231,334.65,2565.65,0,1
4531,3/11/2013,321,202,0,1,0,16061,NULL,3340,NULL,NULL,266,39.9,305.9,0,1
4532,3/11/2013,338,202,0,1,0,16067,NULL,3341,NULL,NULL,5634,845.1,6479.1,0,1
4533,3/11/2013,355,202,0,1,0,16070,NULL,3342,NULL,NULL,4020,603,4623,0,1
4534,3/11/2013,356,202,0,1,0,16076,NULL,3343,NULL,NULL,5178,776.7,5954.7,0,1
4535,3/11/2013,356,202,0,1,0,16081,NULL,3344,NULL,NULL,3480,522,4002,0,1
4536,3/11/2013,360,202,0,1,0,16087,NULL,3345,NULL,NULL,10231.2,1534.68,11765.88,0,1
4537,3/11/2013,361,202,0,1,0,16091,NULL,3346,NULL,NULL,2139,320.85,2459.85,0,1
4538,3/11/2013,386,202,0,1,0,16097,NULL,3347,NULL,NULL,6084,912.6,6996.6,0,1
4539,3/11/2013,402,202,0,1,0,16101,NULL,3348,NULL,NULL,432,64.8,496.8,0,1
4540,3/11/2013,402,202,0,1,0,16106,NULL,3349,NULL,NULL,1539,230.85,1769.85,0,1
4587,3/12/2013,263,202,0,1,0,16230,NULL,3372,NULL,NULL,1296,194.4,1490.4,0,1
4589,3/12/2013,244,202,0,1,0,16234,NULL,3374,NULL,NULL,648,97.2,745.2,0,1
4590,3/12/2013,391,202,0,1,0,16238,NULL,3375,NULL,NULL,3996,599.4,4595.4,0,1
4591,3/12/2013,294,202,0,1,0,16241,NULL,3376,NULL,NULL,1564.5,234.68,1799.18,0,1
4592,3/12/2013,332,202,0,1,0,16246,NULL,3377,NULL,NULL,12330,1849.5,14179.5,0,1
4600,3/12/2013,258,202,0,1,0,16288,NULL,3385,NULL,NULL,393.25,58.99,452.24,0,1
4601,3/12/2013,218,202,0,1,0,16294,NULL,3386,NULL,NULL,3374,506.1,3880.1,0,1
4603,3/12/2013,398,202,0,1,0,16303,NULL,3388,NULL,NULL,1214,182.1,1396.1,0,1
4605,3/12/2013,401,202,0,1,0,16313,NULL,3390,NULL,NULL,6458.4,968.76,7427.16,0,1
4609,3/12/2013,240,202,0,1,0,16331,NULL,3394,NULL,NULL,217.6,32.64,250.24,0,1
4610,3/12/2013,374,202,0,1,0,16334,NULL,3395,NULL,NULL,371,55.65,426.65,0,1
4612,3/12/2013,315,202,0,1,0,16343,NULL,3397,NULL,NULL,1482,222.3,1704.3,0,1
4615,3/12/2013,359,202,0,1,0,16355,NULL,3400,NULL,NULL,843.75,126.56,970.31,0,1
4618,3/12/2013,245,202,0,1,0,16367,NULL,3403,NULL,NULL,942,141.3,1083.3,0,1
4620,3/12/2013,339,202,0,1,0,16378,NULL,3405,NULL,NULL,3144.75,471.71,3616.46,0,1
4621,3/12/2013,255,202,0,1,0,16382,NULL,3406,NULL,NULL,1141,171.15,1312.15,0,1
4624,3/12/2013,379,202,0,1,0,16397,NULL,3409,NULL,NULL,4924,738.6,5662.6,0,1
4626,3/12/2013,275,202,0,1,0,16405,NULL,3411,NULL,NULL,7645,1146.75,8791.75,0,1
4628,3/12/2013,317,202,0,1,0,16415,NULL,3413,NULL,NULL,689,103.35,792.35,0,1
4636,3/12/2013,324,202,0,1,0,16449,NULL,3421,NULL,NULL,164,24.6,188.6,0,1
4638,3/12/2013,303,202,0,1,0,16458,NULL,3423,NULL,NULL,5831.2,874.68,6705.88,0,1
4647,3/12/2013,270,202,0,1,0,16498,NULL,3432,NULL,NULL,3538,530.7,4068.7,0,1
4653,3/12/2013,354,202,0,1,0,16526,NULL,3438,NULL,NULL,670.25,100.54,770.79,0,1
4657,3/12/2013,304,202,0,1,0,16544,NULL,3442,NULL,NULL,256,38.4,294.4,0,1
4665,3/12/2013,229,202,0,1,0,16583,NULL,3450,NULL,NULL,3184,477.6,3661.6,0,1
4701,3/13/2013,244,202,0,1,0,16633,NULL,3453,NULL,NULL,1944,291.6,2235.6,0,1
4708,3/13/2013,299,202,0,1,0,16656,NULL,3460,NULL,NULL,628,94.2,722.2,0,1
4714,3/13/2013,230,202,0,1,0,16682,NULL,3466,NULL,NULL,286.5,42.98,329.48,0,1
4721,3/13/2013,402,202,0,1,0,16716,NULL,3473,NULL,NULL,156,23.4,179.4,0,1
4723,3/13/2013,392,202,0,1,0,16726,NULL,3475,NULL,NULL,1190,178.5,1368.5,0,1
4725,3/13/2013,306,202,0,1,0,16732,NULL,3477,NULL,NULL,130,19.5,149.5,0,1
4729,3/13/2013,327,202,0,1,0,16748,NULL,3481,NULL,NULL,117,17.55,134.55,0,1
4732,3/13/2013,207,202,0,1,0,16761,NULL,3484,NULL,NULL,5929,889.35,6818.35,0,1
4733,3/13/2013,207,202,0,1,0,16767,NULL,3485,NULL,NULL,2037,305.55,2342.55,0,1
4734,3/13/2013,328,202,0,1,0,16772,NULL,3486,NULL,NULL,1556,233.4,1789.4,0,1
4736,3/13/2013,303,202,0,1,0,16781,NULL,3488,NULL,NULL,2195,329.25,2524.25,0,1
4739,3/13/2013,272,202,0,1,0,16799,NULL,3491,NULL,NULL,502,75.3,577.3,0,1
4741,3/13/2013,251,202,0,1,0,16807,NULL,3493,NULL,NULL,445,66.75,511.75,0,1
4742,3/13/2013,250,202,0,1,0,16811,NULL,3494,NULL,NULL,2229,334.35,2563.35,0,1
4743,3/13/2013,341,202,0,1,0,16814,NULL,3495,NULL,NULL,7785,1167.75,8952.75,0,1
4744,3/13/2013,362,202,0,1,0,16817,NULL,3496,NULL,NULL,2390,358.5,2748.5,0,1
4749,3/13/2013,337,202,0,1,0,16841,NULL,3501,NULL,NULL,762,114.3,876.3,0,1
4755,3/13/2013,208,202,0,1,0,16866,NULL,3507,NULL,NULL,2105.6,315.84,2421.44,0,1
4757,3/13/2013,321,202,0,1,0,16875,NULL,3509,NULL,NULL,757.25,113.59,870.84,0,1
4758,3/13/2013,243,202,0,1,0,16878,NULL,3510,NULL,NULL,1792,268.8,2060.8,0,1
4786,3/14/2013,347,202,0,1,0,16925,NULL,3514,NULL,NULL,541,81.15,622.15,0,1
4792,3/14/2013,251,202,0,1,0,16948,NULL,3520,NULL,NULL,275.25,41.29,316.54,0,1
4793,3/14/2013,304,202,0,1,0,16953,NULL,3521,NULL,NULL,3635,545.25,4180.25,0,1
4794,3/14/2013,347,202,0,1,0,16956,NULL,3522,NULL,NULL,558.8,83.82,642.62,0,1
4798,3/14/2013,345,202,0,1,0,16978,NULL,3526,NULL,NULL,530.75,79.61,610.36,0,1
4799,3/14/2013,245,202,0,1,0,16983,NULL,3527,NULL,NULL,3969.6,595.44,4565.04,0,1
4800,3/14/2013,319,202,0,1,0,16986,NULL,3528,NULL,NULL,549,82.35,631.35,0,1
4804,3/14/2013,328,202,0,1,0,17004,NULL,3532,NULL,NULL,3501,525.15,4026.15,0,1
4810,3/14/2013,379,202,0,1,0,17028,NULL,3538,NULL,NULL,2389,358.35,2747.35,0,1
4823,3/14/2013,217,202,0,1,0,17077,NULL,3551,NULL,NULL,838.8,125.82,964.62,0,1
4827,3/14/2013,305,202,0,1,0,17093,NULL,3555,NULL,NULL,173.4,26.01,199.41,0,1
4830,3/14/2013,360,202,0,1,0,17106,NULL,3558,NULL,NULL,1473,220.95,1693.95,0,1
4831,3/14/2013,332,202,0,1,0,17112,NULL,3559,NULL,NULL,6744,1011.6,7755.6,0,1
4832,3/14/2013,388,202,0,1,0,17116,NULL,3560,NULL,NULL,3806.4,570.96,4377.36,0,1
4833,3/14/2013,294,202,0,1,0,17122,NULL,3561,NULL,NULL,4789,718.35,5507.35,0,1
4834,3/14/2013,288,202,0,1,0,17125,NULL,3562,NULL,NULL,825.6,123.84,949.44,0,1
4837,3/14/2013,363,202,0,1,0,17137,NULL,3565,NULL,NULL,963.6,144.54,1108.14,0,1
4839,3/14/2013,219,202,0,1,0,17144,NULL,3567,NULL,NULL,4329.6,649.44,4979.04,0,1
4840,3/14/2013,248,202,0,1,0,17150,NULL,3568,NULL,NULL,2958.6,443.79,3402.39,0,1
4842,3/14/2013,233,202,0,1,0,17161,NULL,3570,NULL,NULL,2341,351.15,2692.15,0,1
4845,3/14/2013,241,202,0,1,0,17174,NULL,3573,NULL,NULL,4200,630,4830,0,1
4846,3/14/2013,286,202,0,1,0,17177,NULL,3574,NULL,NULL,1764,264.6,2028.6,0,1
4847,3/14/2013,321,202,0,1,0,17182,NULL,3575,NULL,NULL,627,94.05,721.05,0,1
4848,3/14/2013,259,202,0,1,0,17185,NULL,3576,NULL,NULL,1519,227.85,1746.85,0,1
4849,3/14/2013,364,202,0,1,0,17188,NULL,3577,NULL,NULL,1547,232.05,1779.05,0,1
4850,3/14/2013,401,202,0,1,0,17193,NULL,3578,NULL,NULL,3274,491.1,3765.1,0,1
4855,3/14/2013,373,202,0,1,0,17213,NULL,3583,NULL,NULL,9228,1384.2,10612.2,0,1
4856,3/14/2013,235,202,0,1,0,17218,NULL,3584,NULL,NULL,1109.2,166.38,1275.58,0,1
4870,3/14/2013,369,202,0,1,0,17277,NULL,3598,NULL,NULL,3401.2,510.18,3911.38,0,1
4898,3/15/2013,333,202,0,1,0,17319,NULL,3601,NULL,NULL,2240,336,2576,0,1
4899,3/15/2013,286,202,0,1,0,17321,NULL,3602,NULL,NULL,432,64.8,496.8,0,1
4903,3/15/2013,329,202,0,1,0,17336,NULL,3606,NULL,NULL,2296,344.4,2640.4,0,1
4904,3/15/2013,246,202,0,1,0,17340,NULL,3607,NULL,NULL,1210.5,181.58,1392.08,0,1
4905,3/15/2013,254,202,0,1,0,17344,NULL,3608,NULL,NULL,6660,999,7659,0,1
4906,3/15/2013,294,202,0,1,0,17348,NULL,3609,NULL,NULL,7954,1193.1,9147.1,0,1
4912,3/15/2013,271,202,0,1,0,17380,NULL,3615,NULL,NULL,2411,361.65,2772.65,0,1
4914,3/15/2013,318,202,0,1,0,17387,NULL,3617,NULL,NULL,81,12.15,93.15,0,1
4919,3/15/2013,366,202,0,1,0,17408,NULL,3622,NULL,NULL,808,121.2,929.2,0,1
4921,3/15/2013,350,202,0,1,0,17415,NULL,3624,NULL,NULL,2600,390,2990,0,1
4928,3/15/2013,283,202,0,1,0,17449,NULL,3631,NULL,NULL,4943,741.45,5684.45,0,1
4929,3/15/2013,334,202,0,1,0,17454,NULL,3632,NULL,NULL,2069,310.35,2379.35,0,1
4933,3/15/2013,264,202,0,1,0,17473,NULL,3636,NULL,NULL,2555,383.25,2938.25,0,1
4936,3/15/2013,296,202,0,1,0,17486,NULL,3639,NULL,NULL,2021.15,303.17,2324.32,0,1
4939,3/15/2013,235,202,0,1,0,17499,NULL,3642,NULL,NULL,1493.75,224.06,1717.81,0,1
4944,3/15/2013,381,202,0,1,0,17522,NULL,3647,NULL,NULL,8318,1247.7,9565.7,0,1
4946,3/15/2013,384,202,0,1,0,17533,NULL,3649,NULL,NULL,2513,376.95,2889.95,0,1
4948,3/15/2013,327,202,0,1,0,17541,NULL,3651,NULL,NULL,356,53.4,409.4,0,1
4949,3/15/2013,316,202,0,1,0,17545,NULL,3652,NULL,NULL,576,86.4,662.4,0,1
4953,3/15/2013,309,202,0,1,0,17561,NULL,3656,NULL,NULL,686.4,102.96,789.36,0,1
4954,3/15/2013,225,202,0,1,0,17566,NULL,3657,NULL,NULL,1056,158.4,1214.4,0,1
4958,3/15/2013,341,202,0,1,0,17585,NULL,3661,NULL,NULL,2362,354.3,2716.3,0,1
4960,3/15/2013,298,202,0,1,0,17592,NULL,3663,NULL,NULL,2040,306,2346,0,1
4961,3/15/2013,392,202,0,1,0,17597,NULL,3664,NULL,NULL,2431,364.65,2795.65,0,1
4962,3/15/2013,282,202,0,1,0,17602,NULL,3665,NULL,NULL,2035,305.25,2340.25,0,1
4963,3/15/2013,386,202,0,1,0,17607,NULL,3666,NULL,NULL,4127.6,619.14,4746.74,0,1
4964,3/15/2013,388,202,0,1,0,17613,NULL,3667,NULL,NULL,4020,603,4623,0,1
4968,3/15/2013,231,202,0,1,0,17634,NULL,3671,NULL,NULL,2600,390,2990,0,1
4969,3/15/2013,381,202,0,1,0,17639,NULL,3672,NULL,NULL,2389.2,358.38,2747.58,0,1
5000,3/16/2013,339,202,0,1,0,17689,NULL,3677,NULL,NULL,4721,708.15,5429.15,0,1
5003,3/16/2013,332,202,0,1,0,17700,NULL,3680,NULL,NULL,526,78.9,604.9,0,1
5005,3/16/2013,377,202,0,1,0,17709,NULL,3682,NULL,NULL,3225,483.75,3708.75,0,1
5010,3/16/2013,299,202,0,1,0,17730,NULL,3687,NULL,NULL,2406,360.9,2766.9,0,1
5019,3/16/2013,209,202,0,1,0,17772,NULL,3696,NULL,NULL,8975,1346.25,10321.25,0,1
5021,3/16/2013,320,202,0,1,0,17777,NULL,3698,NULL,NULL,39,5.85,44.85,0,1
5022,3/16/2013,306,202,0,1,0,17781,NULL,3699,NULL,NULL,337,50.55,387.55,0,1
5023,3/16/2013,229,202,0,1,0,17787,NULL,3700,NULL,NULL,3462.5,519.38,3981.88,0,1
5025,3/16/2013,236,202,0,1,0,17793,NULL,3702,NULL,NULL,2244,336.6,2580.6,0,1
5026,3/16/2013,262,202,0,1,0,17796,NULL,3703,NULL,NULL,1152,172.8,1324.8,0,1
5029,3/16/2013,242,202,0,1,0,17810,NULL,3706,NULL,NULL,313,46.95,359.95,0,1
5031,3/16/2013,311,202,0,1,0,17818,NULL,3708,NULL,NULL,1826,273.9,2099.9,0,1
