Date,Day Number,Day,Short Month,Calendar Month Number,Calendar Month Label,Calendar Year,Calendar Year Label,Fiscal Month Number,Fiscal Month Label,Fiscal Year,Fiscal Year Label,ISO Week Number
8-Sep-16,8,8,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,36
9-Sep-16,9,9,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,36
10-Sep-16,10,10,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,36
11-Sep-16,11,11,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,36
12-Sep-16,12,12,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,37
13-Sep-16,13,13,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,37
14-Sep-16,14,14,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,37
15-Sep-16,15,15,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,37
16-Sep-16,16,16,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,37
17-Sep-16,17,17,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,37
18-Sep-16,18,18,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,37
19-Sep-16,19,19,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,38
20-Sep-16,20,20,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,38
21-Sep-16,21,21,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,38
22-Sep-16,22,22,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,38
23-Sep-16,23,23,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,38
24-Sep-16,24,24,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,38
25-Sep-16,25,25,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,38
26-Sep-16,26,26,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,39
27-Sep-16,27,27,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,39
28-Sep-16,28,28,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,39
29-Sep-16,29,29,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,39
30-Sep-16,30,30,Sep,9,CY2016-Sep,2016,CY2016,11,FY2016-Sep,2016,FY2016,39
1-Oct-16,1,1,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,39
2-Oct-16,2,2,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,39
3-Oct-16,3,3,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,40
4-Oct-16,4,4,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,40
5-Oct-16,5,5,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,40
6-Oct-16,6,6,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,40
7-Oct-16,7,7,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,40
8-Oct-16,8,8,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,40
9-Oct-16,9,9,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,40
10-Oct-16,10,10,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,41
11-Oct-16,11,11,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,41
12-Oct-16,12,12,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,41
13-Oct-16,13,13,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,41
14-Oct-16,14,14,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,41
15-Oct-16,15,15,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,41
16-Oct-16,16,16,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,41
17-Oct-16,17,17,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,42
18-Oct-16,18,18,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,42
19-Oct-16,19,19,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,42
20-Oct-16,20,20,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,42
21-Oct-16,21,21,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,42
22-Oct-16,22,22,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,42
23-Oct-16,23,23,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,42
24-Oct-16,24,24,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,43
25-Oct-16,25,25,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,43
26-Oct-16,26,26,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,43
27-Oct-16,27,27,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,43
28-Oct-16,28,28,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,43
29-Oct-16,29,29,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,43
30-Oct-16,30,30,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,43
31-Oct-16,31,31,Oct,10,CY2016-Oct,2016,CY2016,12,FY2016-Oct,2016,FY2016,44
1-Nov-15,1,1,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,44
2-Nov-15,2,2,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,45
3-Nov-15,3,3,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,45
4-Nov-15,4,4,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,45
5-Nov-15,5,5,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,45
6-Nov-15,6,6,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,45
7-Nov-15,7,7,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,45
8-Nov-15,8,8,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,45
9-Nov-15,9,9,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,46
10-Nov-15,10,10,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,46
11-Nov-15,11,11,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,46
12-Nov-15,12,12,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,46
13-Nov-15,13,13,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,46
14-Nov-15,14,14,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,46
15-Nov-15,15,15,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,46
16-Nov-15,16,16,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,47
17-Nov-15,17,17,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,47
18-Nov-15,18,18,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,47
19-Nov-15,19,19,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,47
20-Nov-15,20,20,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,47
21-Nov-15,21,21,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,47
22-Nov-15,22,22,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,47
23-Nov-15,23,23,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,48
24-Nov-15,24,24,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,48
25-Nov-15,25,25,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,48
26-Nov-15,26,26,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,48
27-Nov-15,27,27,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,48
28-Nov-15,28,28,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,48
29-Nov-15,29,29,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,48
30-Nov-15,30,30,Nov,11,CY2015-Nov,2015,CY2015,1,FY2016-Nov,2016,FY2016,49
1-Dec-15,1,1,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,49
2-Dec-15,2,2,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,49
3-Dec-15,3,3,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,49
4-Dec-15,4,4,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,49
5-Dec-15,5,5,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,49
6-Dec-15,6,6,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,49
7-Dec-15,7,7,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,50
8-Dec-15,8,8,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,50
9-Dec-15,9,9,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,50
10-Dec-15,10,10,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,50
11-Dec-15,11,11,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,50
12-Dec-15,12,12,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,50
13-Dec-15,13,13,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,50
14-Dec-15,14,14,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,51
15-Dec-15,15,15,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,51
16-Dec-15,16,16,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,51
17-Dec-15,17,17,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,51
18-Dec-15,18,18,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,51
19-Dec-15,19,19,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,51
20-Dec-15,20,20,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,51
21-Dec-15,21,21,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,52
22-Dec-15,22,22,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,52
23-Dec-15,23,23,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,52
24-Dec-15,24,24,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,52
25-Dec-15,25,25,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,52
26-Dec-15,26,26,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,52
27-Dec-15,27,27,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,52
28-Dec-15,28,28,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,53
29-Dec-15,29,29,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,53
30-Dec-15,30,30,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,53
31-Dec-15,31,31,Dec,12,CY2015-Dec,2015,CY2015,2,FY2016-Dec,2016,FY2016,53
1-Nov-13,1,1,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,44
2-Nov-13,2,2,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,44
3-Nov-13,3,3,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,44
4-Nov-13,4,4,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
5-Nov-13,5,5,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
6-Nov-13,6,6,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
7-Nov-13,7,7,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
8-Nov-13,8,8,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
9-Nov-13,9,9,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
10-Nov-13,10,10,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,45
11-Nov-13,11,11,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
12-Nov-13,12,12,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
13-Nov-13,13,13,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
14-Nov-13,14,14,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
15-Nov-13,15,15,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
16-Nov-13,16,16,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
17-Nov-13,17,17,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,46
18-Nov-13,18,18,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
19-Nov-13,19,19,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
20-Nov-13,20,20,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
21-Nov-13,21,21,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
22-Nov-13,22,22,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
23-Nov-13,23,23,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
24-Nov-13,24,24,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,47
25-Nov-13,25,25,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
26-Nov-13,26,26,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
27-Nov-13,27,27,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
28-Nov-13,28,28,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
29-Nov-13,29,29,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
30-Nov-13,30,30,Nov,11,CY2013-Nov,2013,CY2013,1,FY2014-Nov,2014,FY2014,48
1-Dec-13,1,1,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,48
2-Dec-13,2,2,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
3-Dec-13,3,3,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
4-Dec-13,4,4,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
5-Dec-13,5,5,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
6-Dec-13,6,6,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
7-Dec-13,7,7,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
8-Dec-13,8,8,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,49
9-Dec-13,9,9,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
10-Dec-13,10,10,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
11-Dec-13,11,11,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
12-Dec-13,12,12,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
13-Dec-13,13,13,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
14-Dec-13,14,14,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
15-Dec-13,15,15,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,50
16-Dec-13,16,16,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
17-Dec-13,17,17,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
18-Dec-13,18,18,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
19-Dec-13,19,19,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
20-Dec-13,20,20,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
21-Dec-13,21,21,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
22-Dec-13,22,22,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,51
23-Dec-13,23,23,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
24-Dec-13,24,24,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
25-Dec-13,25,25,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
26-Dec-13,26,26,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
27-Dec-13,27,27,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
28-Dec-13,28,28,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
29-Dec-13,29,29,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,52
30-Dec-13,30,30,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,1
31-Dec-13,31,31,Dec,12,CY2013-Dec,2013,CY2013,2,FY2014-Dec,2014,FY2014,1
1-Jan-14,1,1,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
2-Jan-14,2,2,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
3-Jan-14,3,3,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
4-Jan-14,4,4,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
5-Jan-14,5,5,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,1
6-Jan-14,6,6,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
7-Jan-14,7,7,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
8-Jan-14,8,8,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
9-Jan-14,9,9,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
10-Jan-14,10,10,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
11-Jan-14,11,11,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
12-Jan-14,12,12,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,2
13-Jan-14,13,13,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
14-Jan-14,14,14,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
15-Jan-14,15,15,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
16-Jan-14,16,16,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
17-Jan-14,17,17,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
18-Jan-14,18,18,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
19-Jan-14,19,19,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,3
20-Jan-14,20,20,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
21-Jan-14,21,21,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
22-Jan-14,22,22,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
23-Jan-14,23,23,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
24-Jan-14,24,24,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
25-Jan-14,25,25,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
26-Jan-14,26,26,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,4
27-Jan-14,27,27,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
28-Jan-14,28,28,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
29-Jan-14,29,29,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
30-Jan-14,30,30,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
31-Jan-14,31,31,Jan,1,CY2014-Jan,2014,CY2014,3,FY2014-Jan,2014,FY2014,5
1-Feb-14,1,1,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,5
2-Feb-14,2,2,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,5
3-Feb-14,3,3,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,6
4-Feb-14,4,4,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,6
5-Feb-14,5,5,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,6
6-Feb-14,6,6,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,6
7-Feb-14,7,7,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,6
8-Feb-14,8,8,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,6
9-Feb-14,9,9,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,6
10-Feb-14,10,10,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
11-Feb-14,11,11,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
12-Feb-14,12,12,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
13-Feb-14,13,13,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
14-Feb-14,14,14,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
15-Feb-14,15,15,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
16-Feb-14,16,16,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,7
17-Feb-14,17,17,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,8
18-Feb-14,18,18,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,8
19-Feb-14,19,19,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,8
20-Feb-14,20,20,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,8
21-Feb-14,21,21,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,8
22-Feb-14,22,22,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,8
23-Feb-14,23,23,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,8
24-Feb-14,24,24,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,9
25-Feb-14,25,25,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,9
26-Feb-14,26,26,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,9
27-Feb-14,27,27,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,9
28-Feb-14,28,28,Feb,2,CY2014-Feb,2014,CY2014,4,FY2014-Feb,2014,FY2014,9
1-Mar-14,1,1,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,9
2-Mar-14,2,2,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,9
3-Mar-14,3,3,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,10
4-Mar-14,4,4,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,10
5-Mar-14,5,5,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,10
6-Mar-14,6,6,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,10
7-Mar-14,7,7,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,10
8-Mar-14,8,8,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,10
9-Mar-14,9,9,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,10
10-Mar-14,10,10,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,11
11-Mar-14,11,11,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,11
12-Mar-14,12,12,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,11
13-Mar-14,13,13,Mar,3,CY2014-Mar,2014,CY2014,5,FY2014-Mar,2014,FY2014,11
