Stock Item Key,Stock Item,Color,Selling Package,Buying Package,Brand,Size,Lead Time Days,Quantity Per Outer,Is Chiller Stock,Tax Rate,Unit Price,Recommended Retail Price,Typical Weight Per Unit,Cost Price,Stock Category,Subcategory,Manufacturing Country,Availability
150,Ride on toy sedan car (Green) 1/12 scale,Green,Shrink Wrap,Blister Pack,Northwind,1/12 scale,14,1,FALSE,14,230,343.85,15,183.71,Novelty,Gift Items,Japan,In Stock
151,Ride on toy sedan car (Blue) 1/12 scale,Blue,Shrink Wrap,Pack,Northwind,1/12 scale,14,1,FALSE,14,230,343.85,15,133.65,Packing Materials,Shipping Supplies,China,In Stock
152,Ride on toy sedan car (Red) 1/12 scale,Red,Pack,Pack,Northwind,1/12 scale,14,1,FALSE,14,230,343.85,15,131.7,Clothing,T-Shirts,Germany,Backorder
153,Ride on toy sedan car (Black) 1/12 scale,Black,Blister Pack,Unit,Northwind,1/12 scale,14,1,FALSE,14,230,343.85,15,154.06,Accessories,Computer Acc,India,In Stock
154,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Blister Pack,Blister Pack,Northwind,1/50 scale,14,1,FALSE,14,45,67.28,1.8,33.42,Novelty,Gift Items,China,In Stock
155,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Pack,Pack,Northwind,1/50 scale,14,1,FALSE,14,30,44.85,1.7,17.82,Clothing,T-Shirts,India,In Stock
156,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Blister Pack,Unit,Northwind,1/50 scale,14,1,FALSE,14,30,44.85,1.7,19.03,Packing Materials,Shipping Supplies,China,In Stock
157,RC toy sedan car with remote control (Pink) 1/50 scale,Pink,Pack,Pack,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,19.53,Clothing,T-Shirts,India,In Stock
158,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Pack,Pack,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,12.92,Novelty,Gift Items,Germany,Backorder
159,RC toy sedan car with remote control (Green) 1/50 scale,Green,Pack,Blister Pack,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,18.21,Packing Materials,Shipping Supplies,China,In Stock
160,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Pack,Shrink Wrap,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,15.92,Clothing,T-Shirts,Germany,In Stock
161,RC toy sedan car with remote control (Red) 1/50 scale,Red,Blister Pack,Shrink Wrap,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,18.21,Packing Materials,Shipping Supplies,Germany,In Stock
162,RC toy sedan car with remote control (Black) 1/50 scale,Black,Pack,Pack,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,16.07,Clothing,T-Shirts,India,In Stock
163,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Pack,Blister Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,9.36,Toys,Action Figures,Vietnam,In Stock
164,IT joke mug - hardware: part of the computer that can be kicked (White),White,Unit,Unit,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,8.33,Novelty,Gift Items,China,In Stock
165,IT joke mug - that behavior is by design (Black),Black,Unit,Shrink Wrap,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,6.6,Packing Materials,Shipping Supplies,Vietnam,In Stock
166,IT joke mug - that behavior is by design (White),White,Shrink Wrap,Pack,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,9.99,Clothing,T-Shirts,India,In Stock
167,IT joke mug - keyboard not found … press F1 to continue (Black),Black,Shrink Wrap,Blister Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,7.82,Toys,Action Figures,India,Backorder
168,IT joke mug - keyboard not found … press F1 to continue (White),White,Blister Pack,Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,10.3,Accessories,Computer Acc,Germany,In Stock
169,Developer joke mug - old C developers never die (Black),Black,Shrink Wrap,Shrink Wrap,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,9.05,Clothing,T-Shirts,Japan,In Stock
170,Developer joke mug - old C developers never die (White),White,Shrink Wrap,Shrink Wrap,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,8.05,Novelty,Gift Items,India,In Stock
171,Developer joke mug - this code was generated by a tool (Black),Black,Shrink Wrap,Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,9.9,Packing Materials,Shipping Supplies,Japan,In Stock
172,Developer joke mug - this code was generated by a tool (White),White,Shrink Wrap,Pack,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,7.09,Clothing,T-Shirts,India,In Stock
173,Developer joke mug - a foo walks into a bar (Black),Black,Pack,Shrink Wrap,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,8.17,Clothing,T-Shirts,Vietnam,Backorder
174,Developer joke mug - a foo walks into a bar (White),White,Pack,Shrink Wrap,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,7.69,Novelty,Gift Items,India,In Stock
175,Developer joke mug - there are 10 types of people in the world (Black),Black,Blister Pack,Unit,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,9.07,Novelty,Gift Items,India,Backorder
176,Developer joke mug - there are 10 types of people in the world (White),White,Unit,Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,8.78,Clothing,T-Shirts,China,Backorder
177,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Blister Pack,Unit,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,8.9,Clothing,T-Shirts,Vietnam,In Stock
178,Developer joke mug - understanding recursion requires understanding recursion (White),White,Shrink Wrap,Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,7.14,Packing Materials,Shipping Supplies,China,Backorder
179,"Developer joke mug - (hip, hip, array) (Black)",Black,Blister Pack,Shrink Wrap,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,7.19,Accessories,Computer Acc,Japan,In Stock
180,"Developer joke mug - (hip, hip, array) (White)",White,Unit,Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,7.9,Accessories,Computer Acc,India,In Stock
181,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Shrink Wrap,Pack,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,9.87,Toys,Action Figures,Japan,In Stock
182,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Blister Pack,Blister Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,9.44,Equipment,Workshop Tools,Vietnam,Backorder
183,Developer joke mug - when your hammer is C++ (Black),Black,Blister Pack,Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,8.68,Clothing,T-Shirts,India,Backorder
184,Developer joke mug - when your hammer is C++ (White),White,Pack,Unit,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,8.76,Packing Materials,Shipping Supplies,Japan,In Stock
185,Developer joke mug - fun was unexpected at this time (Black),Black,Pack,Shrink Wrap,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,8.72,Clothing,T-Shirts,Germany,In Stock
186,Developer joke mug - fun was unexpected at this time (White),White,Unit,Blister Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,9.79,Clothing,T-Shirts,China,In Stock
187,Developer joke mug - that's a hardware problem (Black),Black,Pack,Shrink Wrap,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,8.76,Novelty,Gift Items,India,In Stock
188,Developer joke mug - that's a hardware problem (White),White,Unit,Blister Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,6.7,Packing Materials,Shipping Supplies,Germany,In Stock
189,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Pack,Shrink Wrap,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,10.35,Packing Materials,Shipping Supplies,Vietnam,In Stock
190,Developer joke mug - Oct 31 = Dec 25 (White),White,Blister Pack,Unit,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,8.1,Packing Materials,Shipping Supplies,India,Backorder
191,DBA joke mug - two types of DBAs (Black),Black,Pack,Unit,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,8.91,Clothing,T-Shirts,China,In Stock
192,DBA joke mug - two types of DBAs (White),White,Shrink Wrap,Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,8.33,Novelty,Gift Items,Vietnam,In Stock
193,DBA joke mug - SELECT caffeine FROM mug (Black),Black,Pack,Blister Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,9.41,Novelty,Gift Items,Japan,In Stock
194,DBA joke mug - SELECT caffeine FROM mug (White),White,Blister Pack,Blister Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,9.55,Packing Materials,Shipping Supplies,Germany,Backorder
195,DBA joke mug - I will get you in order (Black),Black,Shrink Wrap,Blister Pack,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,10.15,Novelty,Gift Items,Japan,In Stock
196,DBA joke mug - I will get you in order (White),White,Unit,Unit,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,9.13,Toys,Action Figures,Japan,In Stock
197,DBA joke mug - it depends (Black),Black,Pack,Shrink Wrap,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,8.6,Clothing,T-Shirts,Germany,In Stock
198,DBA joke mug - it depends (White),White,Unit,Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,9.52,Novelty,Gift Items,Germany,In Stock
199,DBA joke mug - you might be a DBA if (Black),Black,Shrink Wrap,Blister Pack,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,6.79,Packing Materials,Shipping Supplies,India,In Stock
200,DBA joke mug - you might be a DBA if (White),White,Shrink Wrap,Shrink Wrap,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,7.78,Equipment,Workshop Tools,Germany,In Stock
201,DBA joke mug - daaaaaa-ta (Black),Black,Unit,Shrink Wrap,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,7.41,Clothing,T-Shirts,Germany,In Stock
202,DBA joke mug - daaaaaa-ta (White),White,Unit,Blister Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,9.46,Clothing,T-Shirts,Vietnam,In Stock
203,DBA joke mug - mind if I join you? (Black),Black,Unit,Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,9.92,Accessories,Computer Acc,Japan,In Stock
204,DBA joke mug - mind if I join you? (White),White,Shrink Wrap,Blister Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,9.6,Clothing,T-Shirts,Japan,In Stock
205,USB food flash drive - dessert 10 drive variety pack,No Color,Packet,Packet,LEGO,Standard,14,1,FALSE,14,240,358.8,0.5,139.02,Clothing,T-Shirts,China,In Stock
206,USB food flash drive - fortune cookie,No Color,Pack,Shrink Wrap,Mattel,Standard,14,1,FALSE,14,32,47.84,0.05,21.52,Accessories,Computer Acc,Vietnam,In Stock
207,USB food flash drive - shrimp cocktail,No Color,Unit,Blister Pack,Sony,Standard,14,1,FALSE,14,32,47.84,0.05,16.23,Packing Materials,Shipping Supplies,Germany,In Stock
208,USB food flash drive - donut,No Color,Pack,Unit,Sony,Standard,14,1,FALSE,14,32,47.84,0.05,23.93,Equipment,Workshop Tools,Japan,In Stock
209,USB food flash drive - cookie,No Color,Shrink Wrap,Shrink Wrap,Bandai,Standard,14,1,FALSE,14,32,47.84,0.05,18.1,Clothing,T-Shirts,China,In Stock
210,USB food flash drive - chocolate bar,No Color,Unit,Unit,Hasbro,Standard,14,1,FALSE,14,32,47.84,0.05,22.6,Packing Materials,Shipping Supplies,Germany,In Stock
211,USB food flash drive - banana,No Color,Unit,Shrink Wrap,Sony,Standard,14,1,FALSE,14,32,47.84,0.05,19.97,Clothing,T-Shirts,China,In Stock
212,USB food flash drive - dim sum 10 drive variety pack,No Color,Packet,Packet,Hasbro,Standard,14,1,FALSE,14,240,358.8,0.5,172.81,Packing Materials,Shipping Supplies,Japan,In Stock
213,USB food flash drive - pizza slice,No Color,Pack,Blister Pack,Hasbro,Standard,14,1,FALSE,14,32,47.84,0.05,25.11,Novelty,Gift Items,India,In Stock
214,USB food flash drive - hot dog,No Color,Pack,Shrink Wrap,Bandai,Standard,14,1,FALSE,14,32,47.84,0.05,23.43,Clothing,T-Shirts,Vietnam,In Stock
215,USB food flash drive - hamburger,No Color,Pack,Blister Pack,Sony,Standard,14,1,FALSE,14,32,47.84,0.05,25.01,Packing Materials,Shipping Supplies,India,In Stock
216,USB food flash drive - sushi roll,No Color,Blister Pack,Shrink Wrap,Hasbro,Standard,14,1,FALSE,14,32,47.84,0.05,23.83,Clothing,T-Shirts,India,In Stock
217,Office cube periscope (Black),Black,Blister Pack,Carton,Hasbro,Standard,14,10,FALSE,14,18.5,27.66,0.25,13.47,Equipment,Workshop Tools,Germany,In Stock
218,USB rocket launcher (Gray),Gray,Pack,Shrink Wrap,Hasbro,Standard,14,1,FALSE,14,25,37.38,0.3,13.6,Packing Materials,Shipping Supplies,Japan,In Stock
219,USB missile launcher (Green),Green,Blister Pack,Unit,Sony,Standard,14,1,FALSE,14,25,37.38,0.3,13.81,Toys,Action Figures,India,In Stock
220,Novelty chilli chocolates 500g,No Color,Bag,Carton,Sony,500g,3,12,TRUE,3,14.5,20.74,0.5,7.9,Packing Materials,Shipping Supplies,Vietnam,In Stock
221,Novelty chilli chocolates 250g,No Color,Bag,Carton,Sony,250g,3,24,TRUE,3,8.55,12.23,0.25,5.76,Accessories,Computer Acc,Japan,Backorder
222,Chocolate echidnas 250g,No Color,Bag,Carton,Bandai,250g,3,24,TRUE,3,8.55,12.23,0.25,5.46,Packing Materials,Shipping Supplies,Japan,In Stock
223,Chocolate beetles 250g,No Color,Bag,Carton,Hasbro,250g,3,24,TRUE,3,8.55,12.23,0.25,6.59,Novelty,Gift Items,Germany,In Stock
224,Chocolate sharks 250g,No Color,Bag,Carton,Mattel,250g,3,24,TRUE,3,8.55,12.23,0.25,6.72,Toys,Action Figures,Germany,In Stock
225,Chocolate frogs 250g,No Color,Bag,Carton,Mattel,250g,3,24,TRUE,3,8.55,12.23,0.25,4.36,Accessories,Computer Acc,Vietnam,In Stock
226,White chocolate moon rocks 250g,No Color,Bag,Carton,Mattel,250g,3,24,TRUE,3,8.55,12.23,0.25,4.7,Clothing,T-Shirts,China,In Stock
227,White chocolate snow balls 250g,No Color,Bag,Carton,Sony,250g,3,24,TRUE,3,8.55,12.23,0.25,6.67,Equipment,Workshop Tools,Vietnam,In Stock
228,RC big wheel monster truck with remote control (Black) 1/50 scale,Black,Shrink Wrap,Shrink Wrap,Northwind,1/50 scale,14,1,FALSE,14,45,67.28,1.8,26.37,Accessories,Computer Acc,Vietnam,In Stock
229,RC vintage American toy coupe with remote control (Black) 1/50 scale,Black,Unit,Unit,Northwind,1/50 scale,14,1,FALSE,14,30,44.85,1.7,23.81,Packing Materials,Shipping Supplies,Germany,Backorder
230,RC vintage American toy coupe with remote control (Red) 1/50 scale,Red,Blister Pack,Pack,Northwind,1/50 scale,14,1,FALSE,14,30,44.85,1.7,21.81,Equipment,Workshop Tools,Japan,In Stock
231,RC toy sedan car with remote control (Pink) 1/50 scale,Pink,Pack,Blister Pack,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,17.1,Equipment,Workshop Tools,India,In Stock
232,RC toy sedan car with remote control (Yellow) 1/50 scale,Yellow,Blister Pack,Shrink Wrap,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,18.25,Packing Materials,Shipping Supplies,Japan,In Stock
233,RC toy sedan car with remote control (Green) 1/50 scale,Green,Shrink Wrap,Pack,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,17.69,Equipment,Workshop Tools,Vietnam,In Stock
234,RC toy sedan car with remote control (Blue) 1/50 scale,Blue,Shrink Wrap,Pack,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,12.52,Packing Materials,Shipping Supplies,Germany,Backorder
235,RC toy sedan car with remote control (Red) 1/50 scale,Red,Blister Pack,Blister Pack,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,14.23,Packing Materials,Shipping Supplies,India,Backorder
236,RC toy sedan car with remote control (Black) 1/50 scale,Black,Unit,Blister Pack,Northwind,1/50 scale,14,1,FALSE,14,25,37.38,1.5,15.81,Toys,Action Figures,Germany,In Stock
237,USB food flash drive - dessert 10 drive variety pack,No Color,Packet,Packet,Mattel,Standard,14,1,FALSE,14,240,358.8,0.5,174.66,Packing Materials,Shipping Supplies,Japan,In Stock
238,USB food flash drive - fortune cookie,No Color,Unit,Unit,LEGO,Standard,14,1,FALSE,14,32,47.84,0.05,24.88,Clothing,T-Shirts,Japan,In Stock
239,USB food flash drive - shrimp cocktail,No Color,Shrink Wrap,Pack,Hasbro,Standard,14,1,FALSE,14,32,47.84,0.05,23.96,Packing Materials,Shipping Supplies,China,In Stock
240,USB food flash drive - donut,No Color,Pack,Shrink Wrap,Mattel,Standard,14,1,FALSE,14,32,47.84,0.05,17.44,Novelty,Gift Items,China,Backorder
241,USB food flash drive - cookie,No Color,Pack,Pack,Mattel,Standard,14,1,FALSE,14,32,47.84,0.05,20.65,Clothing,T-Shirts,India,In Stock
242,USB food flash drive - chocolate bar,No Color,Shrink Wrap,Blister Pack,Mattel,Standard,14,1,FALSE,14,32,47.84,0.05,22.22,Equipment,Workshop Tools,India,In Stock
243,USB food flash drive - banana,No Color,Blister Pack,Pack,LEGO,Standard,14,1,FALSE,14,32,47.84,0.05,22.2,Novelty,Gift Items,China,In Stock
244,USB food flash drive - dim sum 10 drive variety pack,No Color,Packet,Packet,LEGO,Standard,14,1,FALSE,14,240,358.8,0.5,128.4,Novelty,Gift Items,China,Backorder
245,USB food flash drive - pizza slice,No Color,Unit,Pack,Hasbro,Standard,14,1,FALSE,14,32,47.84,0.05,24.07,Novelty,Gift Items,Vietnam,In Stock
246,USB food flash drive - hot dog,No Color,Shrink Wrap,Shrink Wrap,Mattel,Standard,14,1,FALSE,14,32,47.84,0.05,22.78,Clothing,T-Shirts,Germany,In Stock
247,USB food flash drive - hamburger,No Color,Shrink Wrap,Shrink Wrap,Sony,Standard,14,1,FALSE,14,32,47.84,0.05,21.58,Packing Materials,Shipping Supplies,India,In Stock
248,USB food flash drive - sushi roll,No Color,Pack,Blister Pack,Mattel,Standard,14,1,FALSE,14,32,47.84,0.05,21.61,Toys,Action Figures,India,In Stock
249,IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Pack,Unit,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,9.1,Toys,Action Figures,Vietnam,Backorder
250,IT joke mug - hardware: part of the computer that can be kicked (White),White,Pack,Blister Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,10.04,Clothing,T-Shirts,Vietnam,In Stock
251,IT joke mug - that behavior is by design (Black),Black,Pack,Shrink Wrap,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,8.69,Clothing,T-Shirts,India,In Stock
252,IT joke mug - that behavior is by design (White),White,Shrink Wrap,Blister Pack,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,9.14,Clothing,T-Shirts,Germany,In Stock
253,IT joke mug - keyboard not found … press F1 to continue (Black),Black,Unit,Shrink Wrap,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,9.94,Novelty,Gift Items,Germany,In Stock
254,IT joke mug - keyboard not found … press F1 to continue (White),White,Shrink Wrap,Blister Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,7.86,Packing Materials,Shipping Supplies,Germany,In Stock
255,Developer joke mug - old C developers never die (Black),Black,Blister Pack,Blister Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,9.19,Equipment,Workshop Tools,Japan,In Stock
256,Developer joke mug - old C developers never die (White),White,Blister Pack,Blister Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,7,Novelty,Gift Items,China,In Stock
257,Developer joke mug - this code was generated by a tool (Black),Black,Blister Pack,Shrink Wrap,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,9.16,Packing Materials,Shipping Supplies,China,In Stock
258,Developer joke mug - this code was generated by a tool (White),White,Unit,Unit,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,7.24,Accessories,Computer Acc,Japan,In Stock
259,Developer joke mug - a foo walks into a bar (Black),Black,Shrink Wrap,Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,9.49,Equipment,Workshop Tools,China,In Stock
260,Developer joke mug - a foo walks into a bar (White),White,Unit,Shrink Wrap,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,9.17,Accessories,Computer Acc,Vietnam,In Stock
261,Developer joke mug - there are 10 types of people in the world (Black),Black,Shrink Wrap,Blister Pack,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,8.91,Accessories,Computer Acc,China,In Stock
262,Developer joke mug - there are 10 types of people in the world (White),White,Shrink Wrap,Unit,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,7.94,Clothing,T-Shirts,China,In Stock
263,Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Pack,Shrink Wrap,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,6.95,Equipment,Workshop Tools,Vietnam,In Stock
264,Developer joke mug - understanding recursion requires understanding recursion (White),White,Shrink Wrap,Shrink Wrap,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,8.16,Toys,Action Figures,China,In Stock
265,"Developer joke mug - (hip, hip, array) (Black)",Black,Shrink Wrap,Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,10.24,Novelty,Gift Items,China,In Stock
266,"Developer joke mug - (hip, hip, array) (White)",White,Shrink Wrap,Shrink Wrap,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,9,Clothing,T-Shirts,Vietnam,In Stock
267,Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Unit,Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,8.1,Clothing,T-Shirts,Vietnam,Backorder
268,Developer joke mug - inheritance is the OO way to become wealthy (White),White,Blister Pack,Blister Pack,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,6.65,Toys,Action Figures,China,Backorder
269,Developer joke mug - when your hammer is C++ (Black),Black,Shrink Wrap,Shrink Wrap,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,7.54,Toys,Action Figures,Japan,In Stock
270,Developer joke mug - when your hammer is C++ (White),White,Blister Pack,Blister Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,10.29,Equipment,Workshop Tools,Japan,In Stock
271,Developer joke mug - fun was unexpected at this time (Black),Black,Blister Pack,Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,7.69,Equipment,Workshop Tools,Germany,In Stock
272,Developer joke mug - fun was unexpected at this time (White),White,Unit,Pack,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,6.75,Accessories,Computer Acc,India,In Stock
273,Developer joke mug - that's a hardware problem (Black),Black,Shrink Wrap,Shrink Wrap,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,9.46,Accessories,Computer Acc,China,In Stock
274,Developer joke mug - that's a hardware problem (White),White,Unit,Unit,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,7.92,Equipment,Workshop Tools,Japan,In Stock
275,Developer joke mug - Oct 31 = Dec 25 (Black),Black,Shrink Wrap,Unit,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,8,Packing Materials,Shipping Supplies,India,In Stock
276,Developer joke mug - Oct 31 = Dec 25 (White),White,Shrink Wrap,Blister Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,9.75,Toys,Action Figures,Germany,Backorder
277,DBA joke mug - two types of DBAs (Black),Black,Shrink Wrap,Shrink Wrap,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,9.05,Clothing,T-Shirts,Vietnam,In Stock
278,DBA joke mug - two types of DBAs (White),White,Pack,Shrink Wrap,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,7.42,Accessories,Computer Acc,India,In Stock
279,DBA joke mug - SELECT caffeine FROM mug (Black),Black,Pack,Unit,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,10.01,Equipment,Workshop Tools,Japan,In Stock
280,DBA joke mug - SELECT caffeine FROM mug (White),White,Unit,Blister Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,8.82,Accessories,Computer Acc,Vietnam,In Stock
281,DBA joke mug - I will get you in order (Black),Black,Blister Pack,Blister Pack,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,8.99,Equipment,Workshop Tools,Vietnam,In Stock
282,DBA joke mug - I will get you in order (White),White,Blister Pack,Blister Pack,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,9.2,Toys,Action Figures,Germany,In Stock
283,DBA joke mug - it depends (Black),Black,Blister Pack,Shrink Wrap,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,9.09,Accessories,Computer Acc,Germany,In Stock
284,DBA joke mug - it depends (White),White,Pack,Pack,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,9.09,Toys,Action Figures,China,In Stock
285,DBA joke mug - you might be a DBA if (Black),Black,Pack,Blister Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,7.65,Accessories,Computer Acc,Vietnam,In Stock
286,DBA joke mug - you might be a DBA if (White),White,Unit,Unit,Mattel,Standard,12,1,FALSE,12,13,19.44,0.15,8.47,Accessories,Computer Acc,Japan,In Stock
287,DBA joke mug - daaaaaa-ta (Black),Black,Pack,Pack,Bandai,Standard,12,1,FALSE,12,13,19.44,0.15,7.54,Accessories,Computer Acc,Germany,In Stock
288,DBA joke mug - daaaaaa-ta (White),White,Blister Pack,Blister Pack,LEGO,Standard,12,1,FALSE,12,13,19.44,0.15,9.07,Accessories,Computer Acc,China,In Stock
289,DBA joke mug - mind if I join you? (Black),Black,Shrink Wrap,Shrink Wrap,Sony,Standard,12,1,FALSE,12,13,19.44,0.15,10.02,Equipment,Workshop Tools,Vietnam,In Stock
290,DBA joke mug - mind if I join you? (White),White,Pack,Blister Pack,Hasbro,Standard,12,1,FALSE,12,13,19.44,0.15,8.99,Novelty,Gift Items,China,In Stock
291,USB rocket launcher (Gray),Steel Gray,Blister Pack,Shrink Wrap,Hasbro,Standard,14,1,FALSE,14,25,37.38,0.3,19.97,Clothing,T-Shirts,India,In Stock
292,USB missile launcher (Green),Green,Blister Pack,Pack,Sony,Standard,14,1,FALSE,14,25,37.38,0.3,12.6,Novelty,Gift Items,Vietnam,Backorder
293,Void fill 400 L bag (White) 400L,White,Shrink Wrap,Unit,Mattel,400L,14,10,FALSE,14,50,74.75,1,32.07,Packing Materials,Shipping Supplies,China,In Stock
294,Void fill 300 L bag (White) 300L,White,Blister Pack,Blister Pack,LEGO,300L,14,10,FALSE,14,37.5,56.06,0.75,21.11,Equipment,Workshop Tools,Germany,In Stock
295,Void fill 200 L bag (White) 200L,White,Shrink Wrap,Pack,Bandai,200L,14,10,FALSE,14,25,37.38,0.5,19.68,Accessories,Computer Acc,Japan,In Stock
296,Void fill 100 L bag (White) 100L,White,Blister Pack,Blister Pack,Hasbro,100L,14,10,FALSE,14,12.5,18.69,0.25,8.97,Novelty,Gift Items,Japan,Backorder
297,Air cushion machine (Blue),Blue,Unit,Blister Pack,Hasbro,Standard,20,1,FALSE,20,1899,2839.01,10,1434.99,Toys,Action Figures,India,In Stock
298,Air cushion film 200mmx200mm 325m,No Color,Unit,Pack,Bandai,325m,14,1,FALSE,14,90,134.55,6,68.86,Toys,Action Figures,Germany,In Stock
299,Air cushion film 200mmx100mm 325m,No Color,Blister Pack,Pack,Sony,325m,14,1,FALSE,14,87,130.07,5,47.68,Clothing,T-Shirts,Japan,In Stock
